score,sentence1,sentence2
3.2,خانمی در حال بریدن یک پیاز است,هيچ زني پيازي را پوست نميکند
3.6,هيچ مردي پيازي را نميبرد,خانمی در حال بریدن یک پیاز است
4.1,یک زن در حال نقاشی صورت یک مرد است,آرايش يک مرد توسط زن انجام ميشود
3,هیچ شخصی پیاز برش ندارد,مردی در حال بریدن پیاز است
2.7,هيچ مردي پيازي را برش نميزند,خانمی در حال بریدن یک پیاز است
4.2,مردي پياز نمي برد,مردی در حال بریدن یک پیاز است
5,مردی در را باز می کند,مردي دارد دري را باز مي کند
1.1,مردی در حال بریدن یک پیاز است,هیچ مردی دري را باز نمي کند
3.6,زنی در حال نواختن ویولن است,هیچ زنی ویولن بازی نمی کند
2.3,مردی در حال نواختن پیانو است,هیچ زنی ویولن بازی نمی کند
3.6,یک زن یک تکه گوشت می خورد,زنی در حال چاشنی یک تکه گوشت است
1,مردی در حال شلیک یک اسلحه با گلوله است,خانمی ژامبون را چاشنی می کند
1,هیچ مردی اسلحه را با گلوله بار نمی کند,زنی در حال چاشنی یک تکه گوشت است
4.6,مردی در حال کره زدن یک تکه نان است,مردي در حال کره زدن يک برش نان است
4.4,یک لمور به طناب آویزان است,یک لمور به یک طناب آویزان است
4.1,هيچ مردي در حال ريختن مواد شوينده در ظرفشويي نيست,مردی مشغول ریختن مواد شوینده در ظرفشویی است
4.7,شيپور در حال نواخته شدن توسط يک مرد است,مردی شیپور می زند
4.5,مردی در حال پریدن طناب در مزرعه است,مردی در حال طناب زدن به بیرون است
4.4,مرد سوسیس و کالباس را چاشنی می کند,مرد گوشت را چاشنی می کند
3,مرد سوسیس و کالباس را چاشنی نمی کند,مرد در حال افزودن چاشنی به آب در یک کاسه است
3.7,ادویه توسط مرد به آب اضافه می شود,مرد سوسیس و کالباس را چاشنی می کند
1.3,فلوت توسط یک مرد نواخته می شود,مردی سوار روروک است
2.7,نوزاد گیتار نمی زند,نوزادی در حال نواختن گیتار است
4.8,کلم بروکلی توسط یک زن قطع می شود,زني در حال برش کلم بروکلي است
1.9,زنی در حال قطع کلم بروکلی است,هیچ مردی گوجه فرنگی را برش نمی دهد
2.4,زنی در حال قطع کلم بروکلی است,مردی در حال برش گوجه فرنگی است
4.2,مرد اسلحه را هدف گرفته است,مرد در حال کشیدن اسلحه است
1,پسری در حال بازی با تلفن اسباب بازی است,مرد مشغول اسلحه است
1.1,پسری در حال بازی با تلفن اسباب بازی است,مرد اسلحه را هدف گرفته است
4.8,اسبی توسط دختری سوار می شود,دختری سوار اسب می شود
3.9,مردی سوار یک گاو نر است,یک مرد سوار یک گاو نر مکانیکی است
4.1,یک مرد در حال سقوط از یک گاو نر مکانیکی است,یک مرد سوار یک گاو نر مکانیکی است
1.3,مردی در حال پخش صفحه کلید است,مردی سوار یک گاو نر است
1,یک مرد سوار یک گاو نر مکانیکی است,مردی در حال نواختن ساز است
4.7,مردی در حال بریدن چکمه با شمشیر است,مردی در حال برش بوت با تیغ است
3.6,زنی با شمشیر انگشت چکمه چرم خالی را می شکند,مردی در حال بریدن چکمه با شمشیر است
3.4,مردی دارد لبه یک کاسه را پاک می کند,هیچ مردی لبه کاسه ای را پاک نمی کند
3.6,یک آشپز در حال تمیز کردن یک کاسه سوپ است,مردی دارد لبه یک کاسه را پاک می کند
4.8,گیتار توسط یک بچه نواخته می شود,بچه ای در حال نواختن گیتار است
3,یک بچه در حال نواختن پیانو است,بچه ای در حال نواختن گیتار است
4.2,بچه ای آواز می خواند و گیتار می زند,بچه ای در حال نواختن گیتار است
2.5,پسر جوانی در حال آواز خواندن و نواختن گیتار است,یک بچه در حال نواختن پیانو است
4.4,پسر جوانی در حال آواز خواندن و نواختن گیتار است,بچه ای در حال نواختن گیتار است
4,شخصی در رستوران غذا می خورد,شخصی پشت میز غذا می خورد
3.9,گربه در حال لیسیدن بطری است,سگ در حال لیسیدن بطری است
3.5,گربه ای با یک بطری کوچک بازی می کند,گربه لیوان را لیس می زند
3.6,گربه در حال لیسیدن بطری است,گربه ای با یک بطری کوچک بازی می کند
4.5,یک سگ کوچک روی تخت دراز کشیده است,یک حیوان کوچک روی تخت دراز کشیده است
2.9,یک سگ کوچک روی تخت دراز کشیده است,گربه کوچکی روی تخت دراز کشیده است
5,یک سگ کوچک روی تخت دراز کشیده است,یک سگ کوچک روی تخت دراز کشیده است
4.7,خانمی کره را برش می دهد,خانمی کره را برش می زند
3.465,خانمی کره را برش می زند,مردی کره را برش می زند
4.3,مرد در حال نواختن گیتار است,مرد در حال نواختن ساز است
5,مقداری پنیر توسط یک مرد روی پیتزا گذاشته می شود,مردی مقداری پنیر روی یک پیتزا می گذارد
4.1,مردی در حال بارگیری مجدد تفنگ ساچمه ای است,مردی در حال شلیک به یک اسلحه کمری است
3.6,مردی روی زمین می رقصد,مردی روی سقف می رقصد
5,یونجه توسط گاو خورده می شود,یک گاو یونجه می خورد
3.65,گاو علف می خورد,گاو یونجه نمی خورد
4.5,مردی ناهار می خورد,مردی در حال خوردن است
2.3,مردی در حال پوک زدن است,مردی در حال خوردن است
4.7,نوزادی در حال بازی با عروسک است,نوزادی در حال بازی با اسباب بازی است
85/3,کودک با عروسک بازی نمی کند,نوزادی در حال بازی با عروسک است
3.5,یک ببر کودک در حال بازی با یک توپ است,هیچ ببر بچه ای که با توپ بازی کند وجود ندارد
2.1,یک ببر کودک در حال بازی با یک توپ است,نوزادی در حال بازی با عروسک است
3.6,مرد در حال بازی روی چمن است,هیچ مردی در زمین چمن بازی نمی کند
1,مرد در حال بازی روی چمن است,کرگدن در حال چرای چمن است
1.9,مرد در حال بازی روی چمن است,کرگدن در حال چرای چمن است
4.5,یک زن در حال صحبت با یک مرد است,مردی با یک زن صحبت می کند
1.8,مردی در حال شکستن تخم مرغ است,مردی با یک زن صحبت می کند
1.6,یک زن در حال صحبت با یک مرد است,یک زن در حال شکستن تخم مرغ است
4.8,دوچرخه اي توسط مردي رانده مي شود,مردی در حال دوچرخه سواری است
4.4,گربه ای در حال پریدن به داخل ظرف است,گربه ای در حال پریدن به درون یک جعبه است
4.4,پسری دارد با یک برگ صحبت می کند,مرد جوانی با یک برگ صحبت می کند
4.9,یک ماهی در حال قطع شدن توسط یک مرد است,مردی در حال قطع ماهی است
3.6,مردی ماهی را تکه تکه می کند,خانمي در حال قطعه کردن ماهي است
4.8,مردی در حال قطع ماهی است,یک ماهی توسط یک مرد قطعه قطعه می شود
4.4,مردی ماهی را تکه تکه می کند,یک ماهی در حال قطع شدن توسط یک مرد است
4.3,شخصی در حال سرخ کردن مقداری غذا است,شخصی در حال تهیه مقداری غذا است
2.3,یک نفر سیب زمینی را پوست می کند,شخصی در حال سرخ کردن مقداری غذا است
1.1,مردی در حال قایق سواری است,مردی در حال تیراندازی با سلاح است
1.6,مردی در حال تیراندازی با کمان است,مردی در حال قایق سواری است
1,مردی در حال تیراندازی با اسلحه است,زنی در حال قایق سواری است
4.8,خانمی در حال بریدن گوجه فرنگی است,خانمی در حال بریدن یک گوجه فرنگی است
3.5,مردی در حال بریدن گوجه فرنگی است,خانمی در حال بریدن گوجه فرنگی است
1.4,خانمی در حال بریدن گوجه فرنگی است,زنی نزدیک یک شومینه در حال رقص است
1.3,هیچ زنی در کنار آتش نمی رقصد,خانمی در حال بریدن گوجه فرنگی است
1.1,خانمی در حال بریدن یک گوجه فرنگی است,زنی در حال آتش زدن در حال رقصیدن است
4,دختری در حال نواختن گیتار است,پسری در حال نواختن گیتار است
3.4,یک گیتار توسط یک مرد نواخته می شود,دختری در حال نواختن گیتار است
3.1,دختری در حال نواختن گیتار است,یک مرد گیتار نمی زند
5,مردی موتورسواری می کند,مردی سوار موتورسیکلت می شود
4.4,مرد در حال نواختن گیتار است,مرد در حال نواختن ساز است
4.2,هیچ مردی گیتار نمی زند,مرد در حال نواختن گیتار است
4.5,مرد در حال نواختن گیتار است,شخص در حال نواختن گیتار است
3.1,مرد در حال نواختن گیتار است,هیچ مردی گیتار نمی زند
4.8,زنی در حال جوشیدن رشته فرنگی در آب است,رشته ها توسط زنی در آب جوشانده می شوند
4,زنی در حال جوشیدن رشته فرنگی در آب است,مردی در حال جوشیدن رشته فرنگی در آب است
4,شخصی در حال ورز دادن رشته ها در آب است,رشته ها توسط زنی در آب جوشانده می شوند
4.2,زنی در حال جوشیدن رشته فرنگی در آب است,شخصی در حال ورز دادن رشته ها در آب است
4.5,زنان در حال آواز و رقص هستند,افراد در حال آواز و رقص هستند
4.5,دو زن در مقابل بسیاری از مردم در حال رقص و آواز هستند,زنان در حال آواز و رقص هستند
3.1,دو مرد در حال رقص و آواز در مقابل جمعیت هستند,زنان در حال آواز و رقص هستند
3.6,زنان آواز و رقص نمی کنند,دو زن در حال رقص و آواز در مقابل جمعیت هستند
4.4,لمور انگشت فرد را گاز می گیرد,حیوانی انگشت شخصی را گاز می گیرد
5,حیوانی انگشت انسان را گاز می گیرد,حیوانی انگشت شخصی را گاز می گیرد
3.3,لمور در حال لیسیدن انگشت فرد است,حیوانی انگشت شخصی را گاز می گیرد
4.2,یک سگ بزرگ روی زمین می دود,سگی روی زمین می دود
3.685,دختری دارد ناخن هایش را می زند,پسری دارد ناخن هایش را می زند
1,سگی روی زمین نشسته است,دختری دارد ناخن هایش را می زند
1,سگی روی زمین می دود,دختری دارد ناخن هایش را می زند
4.5,یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند,دو نفر در حال رانندگی در خیابان با یک جیپ هستند
4.4,یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند,یک زن و مرد در خیابان با جیپ رانندگی نمی کنند
4.1,یک زن و مرد با یک وسیله نقلیه هوای آزاد در جاده رانندگی می کنند,دو نفر در حال رانندگی در خیابان با یک جیپ هستند
4.4,یک زن و مرد در خیابان با جیپ رانندگی نمی کنند,یک زن و مرد با یک وسیله نقلیه هوای آزاد در جاده رانندگی می کنند
4.3,یک زن و مرد در خیابان با یک جیپ در حال رانندگی هستند,یک زن و مرد با ماشین در جاده رانندگی می کنند
4.815,مواد لازم توسط یک زن در یک کاسه ریخته می شود,یک زن در حال ریختن مواد در یک کاسه است
4,هیچ خانمی نیست که مواد را در یک کاسه بریزد,یک زن در حال ریختن مواد در یک کاسه است
4.1,سرآشپز در حال چاشنی روغن است,زن در حال چاشنی روغن است
1,شخصی سوار اسب می شود,سیب زمینی ها توسط یک زن خرد می شوند
1,شخصی سوار اسب می شود,هیچ زنی سیب زمینی را برش نمی زند
1,خانمی سیب زمینی را برش می زند,شخصی سوار اسب می شود
3.9,مرد در حال آموزش است,مرد در حال انجام تمرینات است
2,دو مرد در حال دعوا هستند,مرد در حال انجام تمرینات است
4.7,این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند,این مرد روی کوهی صخره ای ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند
5,شخصی با کوله پشتی ، که بی لباس است ، در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند,یک فرد برهنه و بسته پشتی در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند
2.7,یک فرد برهنه و بسته پشتی در مقابل انبوهی از سنگها قرار دارد و ابرها در پس زمینه قرار دارند,یک فرد کاملاً لباس پوشیده پشت توده سنگهاست و آسمانی صاف در پس زمینه است
3,این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند,یک فرد کاملاً لباس پوشیده پشت توده سنگهاست و آسمانی صاف در پس زمینه است
2.9,این مرد روی کوهی سنگلاخ ایستاده است و ابرهای خاکستری در پس زمینه قرار دارند,یک فرد سیاه پوست و برهنه در حال بسته بندی انبوهی از سنگها است و جلوی ابرها در پس زمینه قرار دارد
5,سگ در حال گرفتن توپ است,سگی در حال گرفتن توپ است
4.1,سگی در حال گرفتن توپ است,یک سگ با عصبانیت در حال تعقیب یک توپ از بین خاک است
3.4,یک سگ در حال تعقیب یک توپ از طریق خاک است,سگی در حال گرفتن توپ است
4.9,کودکی که موهای بور دارد ، بطری زرد را در دست دارد,یک کودک بور یک بطری زرد را در دست دارد
3.7,یک کودک بور یک بطری زرد را در دست دارد,هیچ کودکی بور و بطری زرد در دست ندارد
1.5,کودکی که موهای بور دارد ، بطری زرد را در دست دارد,پسری با پیراهن آبی صورتش خاك دارد
1.1,پسری با پیراهن رنگ آبی ، صورتش خاك دارد,یک کودک بور یک بطری زرد را در دست دارد
1.8,یک کودک بور یک بطری زرد را در دست دارد,پسری صورت و کبودی پیراهن دارد
4.8,مردی با کلاه مناسب برای گاوچران ها در بازار قدم می زند و دستی در جیب خود می کند,مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می کند
3.6,مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می کند,مردی که کلاه گاوچران دارد از بازار نمی گذرد و دستی به جیب خود نمی گذارد
3.9,مردی با کلاه مناسب برای گاوچران ها در بازار قدم می زند و دستی در جیب خود می کند,مردی با کلاه در حال گذر از فروشگاه است
2.5,مردی با کلاه در حال گذر از فروشگاه است,مردی که کلاه گاوچران دارد از بازار نمی گذرد و دستی به جیب خود نمی گذارد
3.1,مردی با کلاه در حال گشت و گذار در یک فروشگاه است,مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می کند
4.1,مردی با کلاه در حال گذر از فروشگاه است,مردی با کلاه گاوچران در حال قدم زدن در بازار است و دستی در جیب خود می کند
4.9,یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است,جرثقیل بزرگ و سفید در نزدیکی آب در حال پرواز است
3.6,یک پرنده سفید به سرعت در حال آب گرفتن است,یک پرنده سفید به سرعت در آب فرود می آید
2.9,زمین نزدیک یک پرنده سفید به سرعت سیراب می شود,یک پرنده سفید به سرعت در آب فرود می آید
3.5,پرنده سفید به سرعت در آب فرود می آید,یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است
4.1,یک جرثقیل بزرگ سفید در نزدیکی آب در حال پرواز است,یک پرنده سفید به سرعت در حال آب گرفتن است
4.9,سگی با خز طلایی در آب است,سگی با کت طلایی در آب است
3.915,سگی با خز طلایی در آب است,یک سگ قهوه ای با آرامش در آب ایستاده است
4.9,دختر علامتی به همراه دارد و گروهی از مردم او را تعقیب می کنند,دختر علامتی به همراه دارد و گروهی از مردم او را دنبال می کنند
3.7,دختر علامتی به همراه دارد و گروهی از مردم او را تعقیب می کنند,دختر علامتی به همراه ندارد و هیچ گروهی او را دنبال نمی کند
5,یک مرد در یک شهر بزرگ تابلویی را به دست گرفته و خواهان پول است,مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است
2.8,مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است,مردی در یک شهر کوچک کارهای خیرخواهانه انجام می دهد
4.9,یک مرد بی خانمان تابلویی را به دست گرفته و خواهان پول است,یک مرد بی خانمان نشانه ای را در دست دارد و با رقت و رقت طلب پول می کند
3,مردی در یک شهر بزرگ تابلویی را در دست دارد و خواهان پول است,یک مرد بی خانمان در حال گذاشتن تابلویی است و از برخی امور خیریه خودداری می کند
2.4,یک مرد بی خانمان تابلویی را به دست گرفته و خواهان پول است,مردی در یک شهر کوچک کارهای خیرخواهانه انجام می دهد
4.9,یک سگ در حال تعقیب دم یک حیوان در چمن ها است,دم یک حیوان توسط سگی در چمن تعقیب می شود
3.1,سگی در حال دور شدن از دم حیوانی در چمن است,یک سگ در حال تعقیب دم یک حیوان در چمن ها است
2.9,یک سگ کوچک در حال تعقیب یک گاو بزرگ قهوه ای است,دم یک حیوان توسط سگی در چمن تعقیب می شود
2.5,یک سگ کوچک در حال تعقیب یک گاو بزرگ قهوه ای است,سگی در حال دور شدن از دم حیوانی در چمن است
3.3,هیچ سگ کوچکی در حال تعقیب یک گاو بزرگ قهوه ای نیست,یک سگ در حال تعقیب دم یک حیوان در چمن ها است
4.5,کودک کوچک در حال عبور از میان آب است و توسط شخص دیگری هدایت می شود,کودک کوچک از میان آب عبور نمی کند و توسط شخص دیگری هدایت نمی شود
4.4,یک زن با کنجکاوی به یک مرد نگاه می کند,یک زن با کنجکاوی به زن نگاه می کند
1.6,یک زن با کنجکاوی به یک مرد نگاه می کند,یک زن و مرد بیرون هستند و پیراهن هایی با رنگ روشن پوشیده اند
2.7,یک زن با کنجکاوی به زن نگاه می کند,یک زن و مرد در یک اتاق بژ هستند ، پیراهن هایی به رنگ تیره پوشیده اند و یک مانیتور در پس زمینه است
1.9,زن در حال نادیده گرفتن مرد است,یک زن و مرد در یک اتاق بژ هستند ، پیراهن هایی به رنگ تیره پوشیده اند و یک مانیتور در پس زمینه است
2.4,یک زن با کنجکاوی به یک مرد نگاه می کند,یک زن و مرد در یک اتاق بژ هستند ، پیراهن هایی به رنگ تیره پوشیده اند و یک مانیتور در پس زمینه است
4.8,یک سگ قهوه ای از نزدیک به یک سگ قهوه ای و سفید نگاه می کند,یک سگ قهوه ای با دقت به یک سگ قهوه ای و سفید خیره شده است
2.4,یک سگ قهوه ای با دقت به یک سگ قهوه ای و سفید خیره شده است,سگ کوچولو دمپایی اتاق خواب را از دهانش می اندازد
4.9,شخصی با کت آبی در حال پریدن از دیواره سیمان بلند است,شخصی با کت آبی رنگ از دیواره بلند سیمان می پرد
3.4,شخصی با کت آبی رنگ از دیواره بلند سیمان می پرد,مرد در حال انجام یک پرش بزرگ است
2.735,شخصی با کت آبی در حال پریدن از دیواره سیمان بلند است,مرد در حال انجام یک پرش بزرگ نیست
3.5,زنی با شلوار جین روی زین اسب نشسته است,زنی با شلوار جین نزدیک اسب با زین ایستاده است
3.7,شخصی که شلوار جین به تن دارد بالای زین اسب نشسته است,هیچ شخصی پوشیده از شلوار جین روی زین اسب نشسته است
4.5,مرد به طور ثابت در کنار یک قفس پرنده ایستاده است,مرد کنار قفس پرنده ایستاده است
4.5,مرد کنار قفس پرنده نشسته است,مرد کنار قفس پرنده ایستاده است
4.6,مردی کنار یک قفس پرنده ایستاده که بزرگ و رنگارنگ است,مرد کنار قفس پرنده ایستاده است
4.4,مرد به طور ثابت در کنار یک قفس پرنده ایستاده است,مردی کنار یک قفس بزرگ و رنگارنگ پرنده ایستاده است
3.2,مردی کنار یک قفس بزرگ و رنگارنگ پرنده ایستاده است,مرد کنار قفس پرنده نشسته است
4.8,یک سگ قهوه ای و سیاه از میان برگها عبور می کند,یک سگ قهوه ای و سیاه از میان برگ ها عبور می کند
4.3,سگی با کت رنگی با سرعت در حال عبور از حیاط است,سگی با کت رنگی از حیاط می دود
3.7,هیچ سگی با کت رنگی نیست که از حیاط عبور کند,سگی با کت رنگی از حیاط می دود
3.3,سگی با کت رنگی از حیاط می دود,سگی در حیاط در حال عبور از روی کت های رنگی است
3.1,یک سگ قهوه ای و سیاه از میان برگ ها عبور می کند,هیچ سگی با کت رنگی نیست که از حیاط عبور کند
2.6,سگی در حیاط در حال عبور از روی کت های رنگی است,یک سگ قهوه ای و سیاه از میان برگ ها عبور می کند
3.3,سگی با کت رنگی از حیاط می دود,یک سگ و یک سیاه پوست از میان برگ های قهوه ای عبور می کنند
4.1,یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است,یک سگ سیاه و سفید در حال انداختن یک بیس بال از دهان خود است
3.4,یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است,یک سگ قهوه ای و سفید در دهان خود یک بیس بال نگه داشته است
4.6,پسری که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است,بچه ای که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است
3.1,گروهی از سگها بدون پوزخند در حال استراحت هستند,گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است
3.4,گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است,گروهی از سگهایی که برای مسابقه پرورش یافته اند لباس های راه راه بر تن دارند و در حال پیاده روی هستند
3.5,دو نفر نزدیک آب قدم می زنند,دو نفر در حال عبور از میان آب هستند
5,دو نفر در اقیانوس ایستاده اند و غروب خورشید را تماشا می کنند,دو نفر در اقیانوس ایستاده اند و به غروب خورشید نگاه می کنند
3.3,دو نفر در اقیانوس ایستاده اند و به غروب خورشید نگاه می کنند,دو نفر در حال عبور از میان آب هستند
3.4,دو نفر نزدیک آب قدم می زنند,دو نفر در اقیانوس ایستاده اند و غروب خورشید را تماشا می کنند
4.6,یک راننده اتومبیل رانی ایستاده است و با شدت دستش را به سمت آسمان نشان می دهد,یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می دهد
1.3,شخصی که کت آبی است ، کلاه ایمنی رنگی به سر دارد,یک راننده ماشین مسابقه نشسته و بی حرکت است
1.8,یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می دهد,شخصی که کت آبی است ، کلاه ایمنی رنگی به سر دارد
4.6,زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است,زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است
3.2,زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است,هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست
3.8,یک موج سوار در حال سقوط از موج است,یک موج سوار بر موج سوار است
2.4,یک موج سوار بر موج سوار است,يک سوارکار در حال موج سواري است
3,یک سوار در حال موج سواری است,زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است
3.5,زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است,یک موج سوار بر موج سوار است
2.2,یک موج سوار بر موج سوار است,هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست
4.5,چهار نفر روی تاقچه کم سیمان نشسته اند,برخی از افراد بر روی تاقچه کم سیمان نشسته اند
5,این گروه بر روی طاقچه ای صخره ای نشسته اند و منظره ای زیبا از پشت آنها قرار دارد,این گروه از مردم بر روی طاقچه ای صخره ای نشسته اند و منظره ای منظره پشت سر آنها قرار دارد
3.9,این گروه از مردم بر روی طاقچه ای صخره ای نشسته اند و منظره ای منظره پشت سر آنها قرار دارد,این گروه روی یک برآمدگی صخره ای که پشت آن منظره ای منظره قرار دارد ، نشسته اند
3.3,این گروه بر روی طاقچه ای صخره ای نشسته اند و منظره ای زیبا از پشت آنها قرار دارد,چهار نفر روی تاقچه کم سیمان نشسته اند
3.2,دو دختر می خندند و دختران دیگر آنها را تماشا می کنند,هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند
4.9,گروهی از دختران آسیایی کنار هم ایستاده اند,گروه دختران آسیایی کنار هم ایستاده اند
3.7,گروهی از دختران آسیایی خودشان ایستاده اند,گروهی از دختران آسیایی کنار هم ایستاده اند
2.1,گروهی از دختران آسیایی خودشان ایستاده اند,دو دختر می خندند و دختران دیگر آنها را تماشا می کنند
2.4,گروهی از دختران آسیایی کنار هم ایستاده اند,دو دختر بی روح می خندند و دختران دیگر آنها را تماشا می کنند
1.8,هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند,گروهی از دختران آسیایی کنار هم ایستاده اند
2.4,گروهی از دختران آسیایی کنار هم ایستاده اند,دو دختر می خندند و دختران دیگر آنها را تماشا می کنند
3.1,یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است,یک دوچرخه سوار تنها در حال دوچرخه سواری است
4,یک دوچرخه سوار سرد در حال جشن گرفتن است,هیچ دوچرخه سواری سردی جشن نمی گیرد
3.2,چیزی توسط یک دوچرخه سوار سرد جشن گرفته می شود,یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است
2.3,یک دوچرخه سوار سرد در حال جشن گرفتن است,یک گروه دوچرخه سوار دوچرخه ای را بالای سرش نگه داشته است
3,یک دوچرخه سوار تنها در حال دوچرخه سواری است,یک دوچرخه سوار سرد در حال جشن گرفتن است
3.1,یک دوچرخه سوار سرد در حال جشن گرفتن است,یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است
4.3,مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است,مردی روی قایق غروب آفتاب ، نزدیک یک پرچم نشسته است
4.6,مردی مقابل کشتی در غروب آفتاب است,یک مرد جلوی غروب آفتاب سوار قایق است
3.2,روبروی غروب آفتاب هیچ مردی در قایق نیست,یک مرد جلوی غروب آفتاب سوار قایق است
4.5,مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است,یک مرد جلوی غروب آفتاب سوار قایق است
3.5,جمعیت دو اتومبیل مسابقه ای را که از خط اصلی خارج می شوند تماشا نمی کنند,جمعیت دو ماشین مسابقه ای را که از خط شروع خارج می شوند تماشا می کنند
3.4,جمعیت در حال تماشای دو اتومبیل طراحی شده برای مسابقات هستند که از خط شروع خارج می شوند,مردم در یک مسابقه درگ به شعله های آتش از ماشین ها نگاه می کنند
4.5,یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند,یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می کنند
3.9,یک سگ بزرگ و یک سگ سفید کوچک در حال عبور از کنار یکدیگر هستند,یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند
3.8,دو سگ روی زمین چمن با هم بازی می کنند,یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می کنند
4.1,دو سگ با نشاط روی زمین چمن بازی می کنند,یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند
4.9,سگی که قهوه ای است ، در حال پریدن در هوا است,یک سگ قهوه ای در حال پریدن در هوا است
5,سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است,سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می کند
3,سگی به ظاهر سالم روی زمین افتاده است,سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است
2.9,سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می کند,یک سگ قهوه ای در حال پریدن در هوا است
2.5,یک سگ قهوه ای نشسته است,سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است
3.5,پلیس روی دوچرخه پلیس نشسته است,پلیس روی دوچرخه پلیس نشسته است
4.6,یک پلیس با خستگی روی موتور نشسته است,یک پلیس روی موتور نشسته است
4.1,یک پلیس با خستگی روی موتور نشسته است,پلیس روی دوچرخه پلیس نشسته است
4.2,یک پلیس روی موتور نشسته است,پلیس روی دوچرخه پلیس نشسته است
4.9,دو زن در ساحل شنی بیکینی پوشیده اند,دو زن در ساحلی که ماسه ای است بیکینی پوشیده اند
4.4,دو زن در ساحل شنی بیکینی پوشیده اند,دو زن بیکینی پوشیده و روی ماسه ها راه می روند
3.5,دو زن بیکینی پوشیده و روی ماسه ها قدم می زنند,هیچ خانمی که در ساحل شنی بیکینی بپوشد وجود ندارد
4.3,دو زن بیکینی پوشیده و روی ماسه ها قدم می زنند,دو زن در ساحل شنی بیکینی پوشیده اند
3.3,یک سگ با کت طلایی به صورت ناشیانه ای در میان آب شنا می کند,سگی در دریاچه ای شنا می کند و خورشید به او می تابد
3.6,یک سگ سیاه در چمن نشسته و دهان خود را بسته نگه داشته است,یک سگ سیاه در چمن ها می دود و زبانش آویزان است
4.8,یک سگ سیاه در چمن آویزان است و با زبان بیرون می دود,یک سگ سیاه در چمن ها می دود
4.8,تشویق کنندگان در حال رژه رفتن هستند و لباس های یکدست و مشکی ، صورتی و سفید به تن دارند,تشویق کنندگان در حال رژه رفتن هستند و لباس های سیاه ، صورتی و سفید بر تن دارند
5,مرد بیرون زیر چتر بنفش نشسته است,مرد در فضای باز زیر چتر بنفش نشسته است
4.8,زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است,زنی که کفش ندارد ، روی پتو زیر چتر اسطوخودوس نشسته است
